date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:53:49	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:53:50%20GMT	https://www.beginnings.com/about-us/resources/about-digital-banking	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/about-digital-banking	(from https://www.beginnings.com/)
08:53:50	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:53:50%20GMT	https://www.beginnings.com/about-us/resources/security-and-fraud	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/security-and-fraud	(from https://www.beginnings.com/)
08:53:50	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:53:51%20GMT	https://www.beginnings.com/about-us/resources/loan-payment-portal	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/loan-payment-portal	(from https://www.beginnings.com/)
08:53:50	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:53:51%20GMT	https://www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/resources/skip-a-pay-and-loan-assistance	(from https://www.beginnings.com/)
08:53:50	64352/64352	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:53:51%20GMT	https://www.beginnings.com/about-us/about-beginnings-credit-union	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union.html	(from https://www.beginnings.com/)
08:53:51	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2015:53:51%20GMT	https://www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/who-can-become-a-member	(from https://www.beginnings.com/)
08:53:51	76058/76058	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:53:52%20GMT	https://www.beginnings.com/about-us/about-beginnings-credit-union/about-beginnings-credit-union	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/about-beginnings-credit-union.html	(from https://www.beginnings.com/)
08:53:51	66064/66064	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:53:52%20GMT	https://www.beginnings.com/about-us/about-beginnings-credit-union/mission-vision-and-values	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/mission-vision-and-values.html	(from https://www.beginnings.com/)
08:53:51	55875/55875	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:53:52%20GMT	https://www.beginnings.com/about-us/about-beginnings-credit-union/annual-meeting-and-report	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/annual-meeting-and-report.html	(from https://www.beginnings.com/)
08:53:52	62789/62789	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:53:52%20GMT	https://www.beginnings.com/about-us/about-beginnings-credit-union/career-opportunities	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/career-opportunities.html	(from https://www.beginnings.com/)
08:53:52	53656/53656	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:53:53%20GMT	https://www.beginnings.com/about-us/about-beginnings-credit-union/message-the-supervisory-committee	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/message-the-supervisory-committee.html	(from https://www.beginnings.com/)
08:53:52	76888/76888	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:53:53%20GMT	https://www.beginnings.com/about-us/about-beginnings-credit-union/new-beginnings	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/about-beginnings-credit-union/new-beginnings.html	(from https://www.beginnings.com/)
08:53:52	75638/75638	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:53:53%20GMT	https://www.beginnings.com/about-us/member-benefits	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/member-benefits.html	(from https://www.beginnings.com/)
08:53:52	75638/75638	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:53:53%20GMT	https://www.beginnings.com/about-us/member-benefits/scholarships-awards	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/member-benefits/scholarships-awards.html	(from https://www.beginnings.com/)
08:53:53	53539/53539	---M--	200	added ('OK')	text/html	date:Thu,%2031%20Jul%202025%2015:53:53%20GMT	https://www.beginnings.com/about-us/member-benefits/love-my-credit-union---discounts	D:/GitHub/tuangiang1995.github.io/Beginnings/www.beginnings.com/about-us/member-benefits/love-my-credit-union---discounts.html	(from https://www.beginnings.com/)
